_id,count,type
Alessandra Oriti Niosi,1,Dramas
Alessandra Rosaldo,1,Comedies
Alessandra Torresani,1,Comedies
Alessandra de Rossi,2,International Movies
Alessandro Borghi,2,International Movies
Alessandro Cimadamore,1,Independent Movies
Alessandro Juliani,7,Children & Family Movies
Alessandro Nivola,5,Dramas
Alessandro Sperduti,1,Music & Musicals
Alessandro Tedeschi,1,Dramas
Alessio Boni,1,Action & Adventure
Alessio Gallo,1,TV Dramas
Alessio Praticò,1,Dramas
Alessio Scalzotto,1,Action & Adventure
Alessio Valentini,1,Spanish-Language TV Shows
Aletheia Burney,1,"Kids' TV"
Alex Abbad,3,International Movies
Alex Alembe,1,International Movies
Alex Arsenault,1,Comedies
Alex Babic,2,"Kids' TV"
Alex Barima,1,TV Thrillers
Alex Barnett,1,Horror Movies
Alex Biglane,1,Comedies
Alex Borstein,1,Dramas
Alex Brendemühl,1,Spanish-Language TV Shows
Alex Calin,2,Dramas
Alex Calleja,1,Action & Adventure
Alex Calloway,1,Dramas
Alex Cazares,2,"Kids' TV"
Alex Cohen,1,Documentaries
Alex D. Linz,1,Children & Family Movies
Alex Dimitriades,2,TV Dramas
Alex Dobrenko,1,Independent Movies
Alex Ekubo,2,International Movies
Alex Etel,1,Children & Family Movies
Alex Feldman,1,Horror Movies
Alex Fernández,1,Stand-Up Comedy
Alex Ferris,1,Sci-Fi & Fantasy
Alex Fitzalan,1,TV Dramas
Alex Fong,2,International Movies
Alex Frnka,1,Horror Movies
Alex Gonzaga,1,Action & Adventure
Alex Gonzalez,1,Sci-Fi & Fantasy
Alex Goode,1,Horror Movies
Alex Harries,1,International TV Shows
Alex Hassell,1,Dramas
Alex Heartman,3,Movies
Alex Hibbert,1,LGBTQ Movies
Alex House,1,Comedies
Alex Hurt,1,TV Dramas
Alex Jennings,1,British TV Shows
Alex Kaluzhsky,1,Action & Adventure
Alex Karpovsky,2,Independent Movies
Alex Kelly,1,Children & Family Movies
Alex Kendrick,1,Faith & Spirituality
Alex Lam,1,International Movies
Alex Lawther,2,British TV Shows
Alex Lifeson,1,Comedies
Alex MacNicoll,1,Teen TV Shows
Alex Mallari Jr.,1,TV Sci-Fi & Fantasy
Alex Marty,2,Movies
Alex McArthur,1,Thrillers
Alex Medina,2,Dramas
Alex Moffat,1,Romantic Movies
Alex Moore,1,International Movies
Alex Morgan,1,Documentaries
Alex Murphy,1,Comedies
Alex Neustaedter,3,Independent Movies
Alex Ozerov,1,Comedies
Alex Papps,1,Dramas
Alex Pettyfer,1,TV Dramas
Alex Price,1,British TV Shows
Alex Rennie,1,LGBTQ Movies
Alex Rich,1,TV Comedies
Alex Russell,1,Sports Movies
Alex Saxon,1,Dramas
Alex Sharp,1,Independent Movies
Alex Sirvent,1,Sci-Fi & Fantasy
Alex Starke,1,"Kids' TV"
Alex Trebek,1,Reality TV
Alex Vincent,2,Horror Movies
Alex Wagner,1,"Kids' TV"
Alex Wolff,1,Dramas
Alex Zahara,2,Children & Family Movies
Alex Zaichkowski,1,"Kids' TV"
Alexa Adeosun,1,Romantic Movies
Alexa Alemanni,1,TV Dramas
Alexa Davalos,2,Action & Adventure
Alexa Ilacad,1,Dramas
Alexa Kahn,1,"Kids' TV"
Alexa Mansour,1,Thrillers
Alexa Martin,1,TV Action & Adventure
Alexa Nisenson,1,Comedies
Alexa Pano,1,Sports Movies
Alexa PenaVega,4,Comedies
Alexa Torrington,1,"Kids' TV"
Alexander Armstrong,1,British TV Shows
Alexander Arnold,2,International Movies
Alexander Bello,1,Comedies
Alexander Brouwer,1,TV Horror
Alexander Calvert,1,TV Action & Adventure
Alexander Chan,1,Thrillers
Alexander Conti,1,Comedies
Alexander Crowther,1,Thrillers
Alexander Doré,1,Children & Family Movies
Alexander Dreymon,1,British TV Shows
Alexander Dyachenko,1,International TV Shows
Alexander Eling,1,TV Action & Adventure
Alexander Fehling,1,Action & Adventure
Alexander Gil,1,Crime TV Shows
Alexander Gould,1,TV Comedies
Alexander Holtmann,1,Dramas
Alexander Ludwig,1,Thrillers
Alexander Nevsky,1,International Movies
Alexander Oblasov,1,Crime TV Shows
Alexander Peleg,1,Dramas
Alexander Petrov,3,Crime TV Shows
Alexander Siddig,2,TV Action & Adventure
Alexander Skarsgård,2,Action & Adventure
Alexander Strobele,1,Action & Adventure
Alexander Tsekalo,1,TV Dramas
Alexander Vlahos,1,TV Dramas
Alexander Wraith,1,Dramas
Alexandra Borbély,1,International Movies
Alexandra Breckenridge,1,Romantic TV Shows
Alexandra Carter,1,Children & Family Movies
Alexandra Daddario,1,Comedies
Alexandra De La Mora,1,International Movies
Alexandra Dinu,1,International Movies
Alexandra Harris,1,Thrillers
Alexandra Jiménez,5,International Movies
Alexandra Kahwaji,1,International Movies
Alexandra Kyle,1,Thrillers
Alexandra Maria Lara,1,Romantic Movies
Alexandra Neldel,1,Comedies
Alexandra Newick,1,Independent Movies
Alexandra Pomales,1,Romantic TV Shows
Alexandra Richter,1,Romantic Movies
Alexandra Roach,1,International Movies
Alexandra Shipp,1,Dramas
Alexandra Ursulyak,1,"Kids' TV"
Alexandra Vandernoot,1,International TV Shows
Alexandre Cioletti,1,International TV Shows
Alexandre Harough,1,Children & Family Movies
Alexandre Rodrigues,1,International Movies
Alexandre Schreiber,1,International Movies
Alexandre Willaume,2,International TV Shows
Alexandria Deberry,1,Thrillers
Alexandria Lee,1,Thrillers
Alexandria Ocasio-Cortez,1,Documentaries
Alexey Tritenko,1,Horror Movies
Alexia Barlier,1,TV Dramas
Alexia Dox,1,Romantic Movies
Alexia Fast,1,Dramas
Alexia Giordano,1,International Movies
Alexis Ayala,1,International TV Shows
Alexis Bledel,2,TV Dramas
Alexis G. Zall,1,Dramas
Alexis Jones,1,Docuseries
Alexis Loret,1,TV Sci-Fi & Fantasy
Alexis Louder,1,Children & Family Movies
Alexis Michalik,1,International Movies
Alexis Sánchez,1,Children & Family Movies
Alexis Tomassian,1,"Kids' TV"
Alexis Viera,1,Sports Movies
Alexis de Anda,1,Stand-Up Comedy
Alexx Ekubo,2,International Movies
"Alexx O'Nell",1,International Movies
Alexxis Lemire,1,Horror Movies
Alexz Johnson,1,Horror Movies
Aleyda Gallardo,2,International TV Shows
Aleyse Shannon,1,Teen TV Shows
Aleza Shadan,1,International TV Shows
Alfoniso Lopez,1,Action & Adventure
Alfonso Freeman,1,Dramas
Alfonso Herrera,2,Spanish-Language TV Shows
Alfonso Sánchez,2,International Movies
Alfonso Torregrosa,1,Spanish-Language TV Shows
Alfonso Tort,1,International Movies
Alfre Woodard,5,Dramas
Alfred Cheung,2,Dramas
Alfred Enoch,1,British TV Shows
Alfred Lutter,1,Dramas
Alfred Molina,7,Dramas
Alfred Ryder,1,Classic Movies
Alfred Thomas II,1,Comedies
Alfredo Castro,1,International TV Shows
Alfredo Rollo,1,Children & Family Movies
Algee Smith,1,Children & Family Movies
Ali A,1,"Kids' TV"
Ali Ahn,1,TV Dramas
Ali Al-Husseini,1,TV Dramas
Ali Al-Jabri,1,Dramas
Ali Almarzouqi,2,Action & Adventure
Ali Asghar,1,Comedies
Ali Atay,2,International TV Shows
Ali Azmat,1,Action & Adventure
Ali Badshah,1,International Movies
Ali Bastian,1,Children & Family Movies
Ali Cook,1,Independent Movies
Ali El Aziz,1,TV Dramas
Ali Erkazan,1,Romantic Movies
Ali Fazal,3,Comedies
Ali Fikry,1,Horror Movies
Ali Hafiz,1,Independent Movies
Ali Haji,1,Dramas
Ali Hassan,1,Dramas
Ali Hassanein,1,International Movies
Ali Kazmi,1,Comedies
Ali Labidi,1,International Movies
Ali Larter,4,Horror Movies
Ali Liebert,1,TV Comedies
Ali Lohan,1,Comedies
Ali Marhyar,1,TV Dramas
Ali Milner,1,"Kids' TV"
Ali Mir,1,Dramas
Ali Nuhu,3,International Movies
Ali Rabee,1,Comedies
Ali Rehman Khan,1,Comedies
Ali Rizvi,1,Comedies
Ali Sheikh,1,International Movies
Ali Suliman,2,International Movies
Ali Sunal,1,International Movies
Ali Sürmeli,1,International Movies
Ali Tataryn,1,Horror Movies
Ali Wong,2,Stand-Up Comedy
Ali Yoğurtçuoğlu,2,Comedies
Ali Yörenç,1,TV Dramas
Ali Zafar,3,International Movies
Ali Çelik,2,Comedies
Ali-Asghar Shahbazi,1,Dramas
Alia Almannai,1,Comedies
Alia Bhatt,4,Dramas
Alia Shawkat,4,Dramas
Aliaa Al-Husseini,1,International Movies
Alibaba Akporobome,1,Comedies
Alican Yücesoy,2,International TV Shows
Alice Belaïdi,2,Comedies
Alice Braga,3,Dramas
Alice Cooper,1,Music & Musicals
Alice Dinnean,1,"Kids' TV"
Alice Drummond,1,Cult Movies
Alice Englert,3,Independent Movies
Alice Eve,1,Comedies
Alice Harding,1,British TV Shows
Alice Isaaz,1,International Movies
Alice Ko,3,International TV Shows
Alice Krige,3,Dramas
Alice Lee,1,Comedies
Alice Li,1,International Movies
Alice Lowe,2,Dramas
Alice Pagani,1,Teen TV Shows
Alice Patten,1,International Movies
Alice Pol,2,International Movies
Alice Révérend,1,Children & Family Movies
Alice Ziolkoski,1,Horror Movies
Alice de Broqueville,1,International Movies
Alice de Lencquesaing,1,Action & Adventure
Alicia Banit,1,Dramas
Alicia Borrachero,2,Spanish-Language TV Shows
Alicia Coppola,1,TV Dramas
Alicia Fernández,1,Comedies
Alicia Gardiner,1,TV Dramas
Alicia James,1,Thrillers
Alicia Jaziz,1,International TV Shows
Alicia Leigh Willis,1,Thrillers
Alicia Quiñonez,1,International Movies
Alicia Rubio,2,International Movies
Alicia Sandoval,1,International Movies
Alicia Sanz,1,Comedies
Alicia Silverstone,2,Independent Movies
Alicia Vikander,4,Dramas
Alicia von Rittberg,1,International TV Shows
Alicyn Packard,1,Children & Family Movies
Alie Ward,1,"Kids' TV"
Alien Huang,1,TV Comedies
Alif Satar,1,Romantic TV Shows
Alin Florea,1,Dramas
Alina Cheng,1,Romantic TV Shows
Alina Chivulescu,1,Dramas
Alina Kukushkina,1,"Kids' TV"
Alina Lozano,1,Crime TV Shows
Alina Stiegler,1,International TV Shows
Aline Küppenheim,1,TV Dramas
Alisa Kunkwaeng,1,TV Action & Adventure
Alisa Lozovskaya,1,TV Dramas
Alisdair Simpson,2,British TV Shows
Alisha Bailey,1,Dramas
Alisha Boe,2,Crime TV Shows
Alisha Khan,1,International Movies
Alisha Wainwright,1,"Kids' TV"
Alishka Varde,1,Comedies
Alison Akin Clark,1,Children & Family Movies
Alison Becker,1,"Kids' TV"
Alison Bell,1,International TV Shows
Alison Brie,2,TV Comedies
Alison Chand,1,Independent Movies
Alison Doody,1,Children & Family Movies
Alison Fernandez,1,"Kids' TV"
Alison MacInnis,1,"Kids' TV"
Alison Pill,4,Comedies
Alison Retzloff,1,TV Thrillers
Alison Wandzura,1,Thrillers
Alissa Latow,1,Dramas
Alisson Santiago,1,Dramas
Alistair McGowan,1,Comedies
Alistair Petrie,1,Romantic Movies
Alix Macey,1,"Kids' TV"
Alix Poisson,1,TV Horror
Aliyar,1,Independent Movies
Alián Devetac,1,International Movies
Aljin Abella,1,"Kids' TV"
Alka Amin,2,International Movies
Alka Badola Kaushal,3,International Movies
Alkoya Brunson,1,Comedies
Alla Tumanian,1,Dramas
Allan Corduner,1,Action & Adventure
Allan Graf,1,Sci-Fi & Fantasy
Allan Hawco,2,TV Dramas
Allan Hyde,1,International Movies
Allan Kournikova,1,Documentaries
Allan Lima,1,International Movies
Allan Miller,1,British TV Shows
Allan Mustafa,1,British TV Shows
Allan Paule,2,International Movies
Allan Toh,1,TV Sci-Fi & Fantasy
Allauddin Khan,1,International Movies
Allegra Clark,1,"Kids' TV"
Allegra Masters,1,Sci-Fi & Fantasy
Allen Chen,1,International TV Shows
Allen Covert,2,Comedies
Allen Danziger,1,Independent Movies
Allen Dizon,1,International TV Shows
Allen Fiuzat,1,Children & Family Movies
Allen Ginsberg,1,Music & Musicals
Allen Iverson,1,Sports Movies
Allen Leech,1,Action & Adventure
Allen Maldonado,1,Independent Movies
Allen Shubhro,1,Comedies
Allene Quincy,1,Independent Movies
Alli Willow,1,International TV Shows
Allie Bertram,1,"Kids' TV"
Allie Gallerani,1,Comedies
Allie Grant,1,TV Comedies
Allie Ji,1,International TV Shows
Allison Janney,3,Dramas
Allison Lin,1,International TV Shows
Allison Paige,1,Dramas
Allison Strong,1,Comedies
Allison Warnyca,1,Children & Family Movies
Allison Williams,1,Thrillers
Ally Ioannides,1,TV Action & Adventure
Ally Sheedy,1,Independent Movies
Alma Arnal,1,TV Dramas
Alma Jodorowsky,1,International Movies
Alma Moreno,1,Comedies
Alma Terzic,1,Independent Movies
Almila Bagriacik,1,International TV Shows
Alok Chaturvedi,1,Comedies
Alok Gagdekar,1,International Movies
Alok Kumar,1,Comedies
Alok Nath,6,International Movies
Alok Rajwade,1,Dramas
Alon Aboutboul,1,Action & Adventure
Alon Williams,1,"Kids' TV"
Alona Tal,1,Comedies
Alondra Hidalgo,2,"Kids' TV"
Along Eyzendy,1,International Movies
Alonzo Muhlach,1,Comedies
Alosian Vivancos,1,TV Comedies
Aloysius Pang,1,TV Horror
Alper Kul,1,International Movies
Alper Saldıran,1,Romantic TV Shows
Alperen Efe Esmer,1,Comedies
Alpha Oumar Barry,1,International Movies
Alphonso Mcauley,1,Children & Family Movies
Altan Erkekli,4,International Movies
Alun Armstrong,1,International TV Shows
Alva Rogers,1,Independent Movies
Alvaro Armand Ugon,1,International Movies
Alvin Anson,2,International Movies
Alvin Wong,4,International TV Shows
Alwyn Uytingco,2,International Movies
Aly Eltayeb,1,Independent Movies
Aly Michalka,1,TV Comedies
Alycia Debnam-Carey,1,Horror Movies
Alycia Delmore,2,Independent Movies
Alycia Purrott,1,"Kids' TV"
Alyona Chekhova,1,Action & Adventure
Alysha Deslorieux,1,"Kids' TV"
Alyshia Ochse,1,Thrillers
Alyson Kiperman,1,"Kids' TV"
Alyson Leigh Rosenfeld,5,"Kids' TV"
Alyson Standen,1,Dramas
Alyson Stoner,1,Comedies
Alyssa Baker,1,TV Comedies
Alyssa Chia,1,TV Action & Adventure
Alyssa Diaz,2,TV Dramas
Alyssa Goss,1,Comedies
Alyssa Lynch,1,"Kids' TV"
Alyssa Milano,3,TV Comedies
Alyssa Sutherland,1,TV Dramas
Alyssya Swales,2,Children & Family Movies
Alyvia Alyn Lind,1,Dramas
Alyy Khan,3,Dramas
Alê Abreu,1,Children & Family Movies
Ama K. Abebrese,2,Dramas
Amadeus Serafini,1,TV Mysteries
Amadou Mbow,1,Dramas
Amaia Salamanca,3,International Movies
Amaka Obiechie,1,Independent Movies
Amal Unnithan,1,Dramas
Amala,1,Action & Adventure
Amala Paul,1,Music & Musicals
Amalia Williamson,1,TV Dramas
Aman Attar,1,Dramas
Aman Dhaliwal,1,International Movies
Aman Hundal,1,International Movies
Aman Sutdhar,1,International Movies
Aman Uppal,1,Independent Movies
Aman Verma,1,Dramas
Amanda Abbington,1,International TV Shows
Amanda Allan,1,Comedies
Amanda Arcuri,1,TV Dramas
Amanda Brugel,1,Dramas
Amanda Bynes,3,Children & Family Movies
Amanda Cerny,1,Independent Movies
Amanda Chou,5,Romantic TV Shows
Amanda Chu,1,Romantic TV Shows
Amanda Clayton,1,Sci-Fi & Fantasy
Amanda Crew,1,Horror Movies
Amanda Céline Miller,1,International Movies
Amanda Detmer,1,Comedies
Amanda Foreman,1,Thrillers
Amanda Hale,1,British TV Shows
Amanda Hariz,1,International TV Shows
Amanda Holt,1,Children & Family Movies
Amanda Lawrence,1,Children & Family Movies
Amanda Leighton,1,"Kids' TV"
Amanda Lindh,1,TV Dramas
Amanda Nara,1,International Movies
Amanda Ooms,1,Crime TV Shows
Amanda Palmer,1,LGBTQ Movies
Amanda Peet,2,Comedies
Amanda Plummer,1,Dramas
Amanda Righetti,1,TV Sci-Fi & Fantasy
Amanda Root,1,Dramas
Amanda Schull,2,Dramas
Amanda Seyfried,3,Independent Movies
Amanda Wyss,1,Horror Movies
Amanda Zhou,1,TV Dramas
Amanda du-Pont,1,Crime TV Shows
Amandla Stenberg,1,TV Sci-Fi & Fantasy
Amar,1,Comedies
Amara La Negra,1,Comedies
Amaraja Patil,1,International Movies
Amari Avery,1,Documentaries
Amarildo Kola,1,Crime TV Shows
Amarin Nitipon,1,International TV Shows
Amarjeet Amle,1,International Movies
Amarr M. Wooten,1,Children & Family Movies
Amaury Nolasco,2,Dramas
Ambarish Deshpande,1,International Movies
Amber An,1,International TV Shows
Amber Armstrong,1,Horror Movies
Amber Barretto,1,Children & Family Movies
Amber Beattie,1,Dramas
Amber Chia,1,TV Comedies
Amber Frank,2,"Kids' TV"
Amber Heard,3,Dramas
Amber Kuo,1,Action & Adventure
Amber Marshall,1,TV Dramas
Amber Midthunder,2,Thrillers
Amber Riley,1,Teen TV Shows
Amber Rose,1,Dramas
Amber Rose Revah,1,Crime TV Shows
Amber Tamblyn,2,Independent Movies
Amber Valletta,1,Thrillers
Ambika Mohan,1,Dramas
Ambrose Hsu,1,TV Dramas
Ambrose Hui,1,Romantic TV Shows
Ambujakshi,1,Dramas
Ambyr Childers,1,Independent Movies
Ameena Khalil,1,International TV Shows
Ameerah Falzon-Ojo,1,"Kids' TV"
Ameesha Patel,3,International Movies
Amel Bouchoucha,1,International TV Shows
Amelia Curtis,1,British TV Shows
Amelia Haberman,1,Independent Movies
Amelia Sheeler,1,Horror Movies
Amelia Warner,1,Sci-Fi & Fantasy
Amelie Fonlupt,1,Romantic Movies
Amer Chadha-Patel,1,Action & Adventure
America Ferrara,1,Action & Adventure
America Ferrera,3,"Kids' TV"
America Young,7,Children & Family Movies
Amerul Affendi,3,International Movies
Amey Wagh,2,Comedies
Ameya Hunaswadkar,1,International Movies
Ami Koshimizu,5,Anime Series
Ami Tomite,1,TV Dramas
Amin Bensalem,1,Action & Adventure
Amin El Gamal,1,Dramas
Amin Hajee,3,International Movies
Amin Joseph,3,Comedies
Amina Kane,1,International Movies
Amina Khalil,1,International TV Shows
Aminaa Alfakharani,1,Comedies
Amir Arison,1,TV Thrillers
Amir Bageria,1,International TV Shows
Amir Bashir,1,Children & Family Movies
"Amir O'Neil",1,TV Comedies
Amir Raza Hussain,1,Comedies
Amir Talai,1,"Kids' TV"
Amir Tessler,1,Dramas
Amira Casar,1,Dramas
Amirah Vann,1,Action & Adventure
Amit Behl,2,International TV Shows
Amit Kumar,1,TV Comedies
Amit Kumar Tiwari,1,International Movies
Amit Pachori,1,TV Dramas
Amit Sadh,2,International Movies
Amit Shah,1,British TV Shows
Amit Sial,5,Dramas
Amit Tandon,1,TV Comedies
Amit Varma,1,Comedies
Amita Khopkar,1,Comedies
Amita Pathak,1,Comedies
Amitabh Bachchan,18,International Movies
Amitabha Bhattacharjee,1,Dramas
Amith Chakalakkal,1,International Movies
Amitosh Nagpal,1,Comedies
Amjad Khan,3,Dramas
Aml Ameen,1,Dramas
Amma,1,Comedies
Ammar Alfian,1,Dramas
"Ammo 'Too Sweet'",1,International Movies
Ammy Virk,2,Dramas
Amna Ilyas,1,International Movies
Amol Deshmukh,1,International Movies
Amol Mhatre,1,Horror Movies
Amol Palekar,2,Comedies
Amol Parashar,1,International TV Shows
Amole Gupte,1,Dramas
Amornrit Sriphung,1,International Movies
Amos Tamam,1,Dramas
Amparo Grisales,2,Spanish-Language TV Shows
Amparo Moreno,1,International Movies
Amr Abdel Guelil,1,TV Dramas
Amr Abdel-Geleel,1,Comedies
Amr El Kady,1,Dramas
Amr Saad,2,Dramas
Amr Sakr,1,Comedies
Amr Youssef,3,International Movies
Amrinder Gill,1,Comedies
Amrish Puri,13,International Movies
Amrit Maghera,1,International Movies
Amrit Pal,5,International Movies
Amrita Acharia,1,Sci-Fi & Fantasy
Amrita Bagchi,1,International Movies
Amrita Chattopadhyay,1,International Movies
Amrita Puri,3,International Movies
Amrita Raichand,1,International TV Shows
Amrita Rao,5,Dramas
Amrita Singh,5,International Movies
Amruta Khanvilkar,1,International Movies
Amruta Patki,1,Horror Movies
Amruta Subhash,4,Dramas
Amrutha Anna Reji,1,Comedies
Amrutha Karagada,1,Thrillers
Amrutha Naik,1,Comedies
Amund Hellum Noraker,1,International Movies
Amy Acker,1,Crime TV Shows
Amy Adams,7,Dramas
Amy Aitken,1,Independent Movies
Amy Amika Klinprathum,1,Romantic TV Shows
Amy Birnbaum,1,Anime Series
Amy Brenneman,1,Romantic Movies
Amy Carlson,1,Independent Movies
Amy Cheng,1,Thrillers
Amy Ferguson,1,Dramas
Amy Green,1,Children & Family Movies
Amy Griffiths,1,Children & Family Movies
Amy Handley,1,Sports Movies
Amy Hargreaves,2,Thrillers
Amy Hill,2,Comedies
Amy Huberman,1,TV Comedies
Amy Irving,1,Horror Movies
Amy Jackson,1,Music & Musicals
Amy Jo Johnson,1,"Kids' TV"
Amy Johnston,1,Action & Adventure
Amy Landecker,2,Independent Movies
Amy Manson,1,Sci-Fi & Fantasy
Amy Margolis,2,"Kids' TV"
Amy Matysio,1,Comedies
Amy Miller,1,"Kids' TV"
Amy Morton,1,Dramas
Amy Okuda,2,TV Comedies
Amy Palant,1,"Kids' TV"
Amy Parrish,1,Dramas
Amy Pemberton,1,TV Action & Adventure
Amy Pietz,1,TV Dramas
Amy Poehler,5,Comedies
Amy Robinson,1,Dramas
Amy Ruffle,1,"Kids' TV"
Amy Sanders,1,Independent Movies
Amy Schumer,2,Stand-Up Comedy
Amy Sedaris,3,Comedies
Amy Seimetz,1,Dramas
Amy Siriya,1,International Movies
Amy Smart,3,Dramas
Amy Sturdivant,1,Action & Adventure
Amy Tan,1,LGBTQ Movies
Amy Tsang,1,Thrillers
Amy Winehouse,2,Documentaries
Amy Yip,1,Comedies
Amy van der Weerden,1,International TV Shows
Amybeth McNulty,1,TV Dramas
Amyra Dastur,4,International Movies
Amyra Rosli,1,International TV Shows
Amyza Aznan,1,International TV Shows
Amélia Bittencourt,1,Dramas
An Seo Hyun,1,Action & Adventure
An Seok-hwan,1,TV Dramas
Ana Abad-Santos,1,Romantic Movies
Ana Begic,1,International Movies
Ana Bertha Espín,2,Romantic TV Shows
Ana Blanco de Córdova,1,Children & Family Movies
Ana Brenda Contreras,1,International TV Shows
Ana Caetano,1,Comedies
Ana Capri,2,Dramas
Ana Cecilia Natteri,1,International Movies
Ana Cecília Costa,1,International Movies
Ana Chalentano,1,International TV Shows
Ana Claudia Talancón,1,Music & Musicals
Ana Cristina Botero,1,Comedies
Ana Fernández,2,International TV Shows
Ana Gasteyer,1,"Kids' TV"
Ana Gil de Melo Nascimento,1,Crime TV Shows
Ana Girardot,1,TV Horror
Ana Golja,1,Children & Family Movies
Ana González Bello,1,Crime TV Shows
Ana Julia Yeyé,1,International TV Shows
Ana Layevska,1,International Movies
Ana Lucía Domínguez,1,Spanish-Language TV Shows
Ana López,1,Comedies
Ana López Mercado,1,Independent Movies
Ana Martín,1,Spanish-Language TV Shows
Ana María Arango,1,International TV Shows
Ana María Ayala,1,International Movies
Ana María Cuéllar,1,Romantic TV Shows
Ana María Estupiñán,1,Crime TV Shows
Ana María Henríquez,1,International Movies
Ana Ortiz,2,Comedies
Ana Polvorosa,2,International Movies
Ana Rujas,1,Comedies
Ana Santos,1,Dramas
Ana Scotney,1,Comedies
Ana Serradilla,1,Crime TV Shows
Ana Sofía Durán,1,International Movies
Ana Torrent,1,Thrillers
Ana Villagrasa,1,Crime TV Shows
Ana Wagener,2,Thrillers
Ana de la Reguera,2,Comedies
Anabel Ferreira,1,Spanish-Language TV Shows
Anabela Teixeira,1,International Movies
Anabelle Acosta,1,Crime TV Shows
